GENE_ID	BP_SIMILARITY	CC_SIMILARITY	MF_SIMILARITY	NB_ISOFORM
ENSG00000065548	1.000	1.000	1.000	4
ENSG00000138448	0.933	0.999	1.000	14
ENSG00000163012	1.000	NA	1.000	2
ENSG00000064989	1.000	1.000	1.000	5
ENSG00000003436	1.000	1.000	1.000	10
ENSG00000144366	0.918	NA	NA	13
ENSG00000168542	1.000	1.000	1.000	2
ENSG00000204262	1.000	1.000	1.000	3
ENSG00000115368	1.000	1.000	1.000	4
ENSG00000138449	1.000	1.000	1.000	5
ENSG00000286053	NA	1.000	NA	4
ENSG00000138381	1.000	NA	1.000	4
ENSG00000151687	NA	1.000	NA	5
ENSG00000128694	1.000	1.000	1.000	6
ENSG00000128699	1.000	1.000	1.000	6
ENSG00000064933	1.000	1.000	1.000	18
ENSG00000187699	NA	NA	NA	6
ENSG00000198130	1.000	1.000	1.000	8
ENSG00000151689	1.000	1.000	1.000	11
ENSG00000151690	0.798	1.000	0.752	8
ENSG00000189362	NA	1.000	NA	5
ENSG00000138386	1.000	1.000	1.000	9
ENSG00000115419	1.000	1.000	1.000	8
ENSG00000115415	1.000	1.000	0.996	30
ENSG00000138378	1.000	1.000	1.000	7
ENSG00000128641	0.886	1.000	0.995	10
ENSG00000173559	1.000	1.000	1.000	13
ENSG00000144339	1.000	1.000	1.000	3
ENSG00000196950	1.000	1.000	1.000	7
ENSG00000118997	1.000	1.000	1.000	5
ENSG00000081320	1.000	1.000	1.000	5
ENSG00000138411	0.954	1.000	1.000	7
ENSG00000144395	NA	NA	1.000	5
ENSG00000119041	1.000	1.000	1.000	9
ENSG00000197121	1.000	1.000	1.000	6
ENSG00000065413	NA	NA	1.000	9
ENSG00000115524	1.000	0.996	1.000	8
ENSG00000115520	1.000	1.000	1.000	3
ENSG00000144381	1.000	1.000	1.000	19
ENSG00000115541	1.000	NA	1.000	3
ENSG00000115540	1.000	1.000	1.000	7
ENSG00000162944	1.000	1.000	1.000	3
ENSG00000152430	1.000	1.000	1.000	7
ENSG00000115896	1.000	1.000	1.000	3
ENSG00000119042	1.000	0.994	1.000	10
ENSG00000226124	NA	0.977	1.000	5
ENSG00000162971	1.000	1.000	1.000	3
ENSG00000162972	1.000	1.000	1.000	3
ENSG00000196141	NA	1.000	NA	21
ENSG00000155729	1.000	1.000	NA	2
ENSG00000163535	1.000	1.000	1.000	3
ENSG00000138356	1.000	1.000	1.000	4
ENSG00000082153	1.000	1.000	NA	9
ENSG00000013441	1.000	1.000	1.000	5
ENSG00000240344	1.000	0.989	1.000	11
ENSG00000196290	1.000	0.984	1.000	9
ENSG00000115942	1.000	1.000	1.000	3
ENSG00000155744	1.000	1.000	NA	6
ENSG00000119013	1.000	1.000	1.000	7
ENSG00000003402	1.000	1.000	1.000	18
ENSG00000003400	1.000	1.000	1.000	10
ENSG00000064012	1.000	1.000	1.000	20
ENSG00000155749	NA	1.000	1.000	7
ENSG00000115993	1.000	1.000	1.000	3
ENSG00000082146	1.000	1.000	1.000	5
ENSG00000155754	1.000	1.000	1.000	4
ENSG00000155755	1.000	1.000	1.000	6
ENSG00000082126	1.000	1.000	1.000	10
ENSG00000003393	1.000	0.966	1.000	44
ENSG00000138395	0.995	0.984	1.000	6
ENSG00000182329	NA	NA	NA	2
ENSG00000116030	1.000	1.000	1.000	9
ENSG00000055044	1.000	1.000	1.000	3
ENSG00000204217	1.000	1.000	1.000	2
ENSG00000163596	1.000	1.000	1.000	18
ENSG00000138442	1.000	1.000	1.000	2
ENSG00000138380	1.000	1.000	1.000	19
ENSG00000144426	1.000	1.000	1.000	12
ENSG00000119004	NA	1.000	1.000	6
ENSG00000138443	0.408	0.929	0.584	17
ENSG00000173166	1.000	1.000	1.000	12
ENSG00000178562	1.000	1.000	1.000	3
ENSG00000163599	1.000	1.000	1.000	5
ENSG00000163600	1.000	1.000	1.000	2
ENSG00000116117	1.000	1.000	1.000	5
ENSG00000118257	1.000	1.000	1.000	7
ENSG00000114933	1.000	1.000	NA	3
ENSG00000023228	1.000	1.000	1.000	8
ENSG00000114942	1.000	1.000	1.000	7
ENSG00000183671	1.000	1.000	1.000	8
ENSG00000204186	1.000	1.000	1.000	9
ENSG00000114948	1.000	1.000	1.000	3
ENSG00000232125	1.000	1.000	1.000	2
ENSG00000138400	1.000	NA	1.000	5
ENSG00000118246	1.000	1.000	1.000	4
ENSG00000118263	1.000	1.000	1.000	12
ENSG00000118260	0.950	0.953	0.958	11
ENSG00000144401	1.000	1.000	1.000	10
ENSG00000163249	1.000	1.000	1.000	7
ENSG00000178385	1.000	1.000	1.000	3
ENSG00000188674	NA	NA	NA	7
ENSG00000138413	1.000	1.000	1.000	6
ENSG00000115020	1.000	1.000	1.000	7
ENSG00000144407	1.000	1.000	1.000	3
ENSG00000078018	1.000	1.000	1.000	11
ENSG00000144406	1.000	1.000	1.000	5
ENSG00000197713	1.000	0.989	0.960	16
ENSG00000144445	NA	1.000	1.000	8
ENSG00000168530	1.000	1.000	1.000	2
ENSG00000115365	1.000	1.000	1.000	8
ENSG00000021826	1.000	1.000	1.000	7
ENSG00000178568	1.000	1.000	1.000	4
ENSG00000030419	1.000	1.000	1.000	13
ENSG00000144451	1.000	0.993	1.000	9
ENSG00000174453	1.000	1.000	1.000	2
ENSG00000138376	1.000	1.000	1.000	11
ENSG00000144452	1.000	1.000	1.000	3
ENSG00000138363	1.000	1.000	1.000	7
ENSG00000115414	1.000	1.000	1.000	13
ENSG00000118242	1.000	1.000	1.000	4
ENSG00000115425	1.000	1.000	1.000	2
ENSG00000163449	NA	1.000	NA	6
ENSG00000079246	1.000	1.000	1.000	4
ENSG00000138375	1.000	1.000	1.000	17
ENSG00000197756	1.000	1.000	1.000	8
ENSG00000115457	1.000	1.000	1.000	4
ENSG00000115461	1.000	1.000	1.000	2
ENSG00000079308	1.000	1.000	1.000	17
ENSG00000188282	1.000	1.000	1.000	4
ENSG00000180871	1.000	1.000	1.000	7
ENSG00000163466	1.000	1.000	1.000	6
ENSG00000179921	1.000	1.000	1.000	4
ENSG00000127837	0.952	1.000	1.000	5
ENSG00000127838	1.000	0.993	0.983	12
ENSG00000135926	1.000	1.000	1.000	18
ENSG00000018280	1.000	1.000	1.000	5
ENSG00000144579	1.000	1.000	1.000	13
ENSG00000127831	1.000	1.000	1.000	5
ENSG00000135913	1.000	1.000	1.000	5
ENSG00000144580	0.997	0.970	0.774	6
ENSG00000115556	1.000	0.950	0.890	8
ENSG00000115568	1.000	1.000	1.000	6
ENSG00000074582	1.000	1.000	1.000	15
ENSG00000163481	1.000	1.000	1.000	2
ENSG00000163482	1.000	1.000	1.000	8
ENSG00000135912	1.000	1.000	1.000	12
ENSG00000135929	1.000	1.000	1.000	3
ENSG00000115592	1.000	1.000	1.000	4
ENSG00000135925	1.000	1.000	1.000	2
ENSG00000163499	NA	NA	NA	3
ENSG00000181378	1.000	1.000	1.000	10
ENSG00000187736	1.000	1.000	1.000	10
ENSG00000213901	1.000	1.000	0.850	6
ENSG00000115649	NA	1.000	1.000	4
ENSG00000144567	1.000	1.000	1.000	6
ENSG00000158552	1.000	1.000	1.000	14
ENSG00000115657	1.000	1.000	1.000	6
ENSG00000198925	1.000	1.000	1.000	16
ENSG00000163516	1.000	1.000	0.947	8
ENSG00000163521	1.000	1.000	1.000	8
ENSG00000115661	1.000	1.000	1.000	5
ENSG00000127824	1.000	1.000	1.000	7
ENSG00000243910	1.000	1.000	1.000	2
ENSG00000135924	1.000	1.000	1.000	7
ENSG00000054356	1.000	1.000	1.000	10
ENSG00000182698	NA	1.000	NA	2
ENSG00000123992	1.000	1.000	1.000	14
ENSG00000072195	0.886	0.942	1.000	12
ENSG00000144591	1.000	0.716	0.919	28
ENSG00000072182	1.000	1.000	1.000	3
ENSG00000123989	1.000	1.000	1.000	5
ENSG00000188760	1.000	1.000	NA	4
ENSG00000124006	0.977	1.000	0.602	7
ENSG00000144589	1.000	1.000	1.000	5
ENSG00000114923	1.000	1.000	1.000	8
ENSG00000116106	1.000	1.000	1.000	9
ENSG00000135903	0.987	1.000	1.000	8
ENSG00000123983	1.000	1.000	1.000	23
ENSG00000171951	1.000	1.000	1.000	3
ENSG00000152056	1.000	1.000	1.000	15
ENSG00000085449	1.000	1.000	1.000	2
ENSG00000135919	1.000	1.000	1.000	7
ENSG00000124019	NA	1.000	NA	3
ENSG00000036257	1.000	1.000	1.000	8
ENSG00000135905	1.000	1.000	1.000	10
ENSG00000144460	1.000	NA	1.000	3
ENSG00000144468	1.000	1.000	1.000	9
ENSG00000081052	1.000	1.000	1.000	5
ENSG00000169031	1.000	1.000	1.000	4
ENSG00000168958	1.000	0.964	0.875	22
ENSG00000168955	1.000	1.000	1.000	2
ENSG00000173744	1.000	0.986	1.000	7
ENSG00000135917	1.000	1.000	1.000	12
ENSG00000115009	1.000	1.000	1.000	3
ENSG00000123977	1.000	1.000	1.000	4
ENSG00000153820	1.000	1.000	1.000	2
ENSG00000153823	1.000	0.957	1.000	5
ENSG00000153827	0.877	0.979	0.907	22
ENSG00000153832	NA	1.000	NA	3
ENSG00000163053	1.000	1.000	1.000	5
ENSG00000135899	1.000	1.000	1.000	12
ENSG00000079263	0.836	1.000	0.756	6
ENSG00000185404	1.000	0.980	1.000	5
ENSG00000067066	0.987	1.000	1.000	11
ENSG00000135932	1.000	1.000	1.000	3
ENSG00000135916	1.000	1.000	1.000	9
ENSG00000135898	1.000	1.000	1.000	6
ENSG00000173699	NA	NA	NA	9
ENSG00000173692	1.000	0.993	1.000	22
ENSG00000135931	1.000	1.000	1.000	27
ENSG00000115053	1.000	0.961	1.000	15
ENSG00000187514	1.000	1.000	1.000	8
ENSG00000156973	1.000	1.000	1.000	3
ENSG00000144524	0.653	1.000	NA	18
ENSG00000163273	1.000	1.000	1.000	2
ENSG00000144535	1.000	1.000	1.000	10
ENSG00000163295	1.000	1.000	1.000	2
ENSG00000171551	1.000	1.000	1.000	3
ENSG00000135902	1.000	1.000	1.000	6
ENSG00000196811	1.000	1.000	1.000	2
ENSG00000135930	0.993	0.993	1.000	11
ENSG00000115468	1.000	1.000	1.000	6
ENSG00000204120	1.000	1.000	1.000	35
ENSG00000115474	1.000	1.000	1.000	5
ENSG00000182600	1.000	1.000	1.000	5
ENSG00000066248	1.000	1.000	1.000	6
ENSG00000168918	1.000	1.000	1.000	5
ENSG00000085978	1.000	1.000	1.000	10
ENSG00000130561	1.000	1.000	1.000	4
ENSG00000077044	1.000	1.000	1.000	6
ENSG00000085982	1.000	1.000	1.000	8
ENSG00000242515	1.000	1.000	1.000	2
ENSG00000244122	1.000	1.000	1.000	2
ENSG00000167165	1.000	1.000	1.000	6
ENSG00000244474	1.000	1.000	1.000	2
ENSG00000241635	1.000	1.000	1.000	2
ENSG00000185038	NA	1.000	NA	5
ENSG00000123485	1.000	1.000	1.000	7
ENSG00000144481	1.000	1.000	1.000	7
ENSG00000072080	1.000	1.000	NA	3
ENSG00000188042	1.000	1.000	1.000	2
ENSG00000130147	1.000	1.000	1.000	7
ENSG00000157985	NA	0.890	0.995	9
ENSG00000168505	1.000	1.000	1.000	2
ENSG00000182177	1.000	0.967	NA	4
ENSG00000132321	1.000	1.000	1.000	5
ENSG00000144476	1.000	1.000	1.000	2
ENSG00000198612	1.000	1.000	1.000	5
ENSG00000163359	1.000	1.000	1.000	10
ENSG00000115648	1.000	1.000	1.000	11
ENSG00000124839	1.000	1.000	1.000	7
ENSG00000124831	0.892	0.886	0.934	7
ENSG00000177483	1.000	1.000	1.000	2
ENSG00000132329	1.000	1.000	1.000	4
ENSG00000184182	1.000	0.984	1.000	20
ENSG00000258984	1.000	NA	1.000	2
ENSG00000132330	NA	0.984	1.000	13
ENSG00000144488	1.000	1.000	1.000	5
ENSG00000178752	1.000	1.000	1.000	3
ENSG00000132323	1.000	1.000	1.000	5
ENSG00000144485	1.000	1.000	1.000	9
ENSG00000132326	1.000	1.000	1.000	4
ENSG00000204104	0.883	0.995	0.972	3
ENSG00000065802	1.000	1.000	1.000	3
ENSG00000233608	1.000	1.000	1.000	3
ENSG00000068024	1.000	1.000	1.000	6
ENSG00000130414	1.000	1.000	1.000	35
ENSG00000172428	0.716	0.875	NA	3
ENSG00000178602	1.000	1.000	1.000	2
ENSG00000063660	1.000	1.000	1.000	6
ENSG00000144504	NA	NA	1.000	15
ENSG00000188542	1.000	NA	1.000	3
ENSG00000142327	1.000	NA	1.000	3
ENSG00000142330	1.000	1.000	1.000	11
ENSG00000178623	1.000	1.000	1.000	5
ENSG00000185176	1.000	1.000	1.000	5
ENSG00000130294	0.617	0.843	1.000	29
ENSG00000172478	NA	NA	NA	5
ENSG00000226321	NA	1.000	NA	2
ENSG00000162804	1.000	1.000	1.000	6
ENSG00000122085	1.000	1.000	1.000	12
ENSG00000115687	1.000	1.000	1.000	10
ENSG00000115685	0.799	1.000	0.841	13
ENSG00000146205	1.000	1.000	1.000	5
ENSG00000115677	1.000	1.000	1.000	27
ENSG00000168385	1.000	1.000	1.000	25
ENSG00000006607	1.000	1.000	1.000	9
ENSG00000115694	1.000	1.000	1.000	19
ENSG00000176946	1.000	1.000	1.000	3
ENSG00000168397	1.000	1.000	1.000	9
ENSG00000168393	1.000	1.000	1.000	5
ENSG00000168395	1.000	1.000	1.000	4
ENSG00000180902	1.000	1.000	1.000	8
ENSG00000204099	1.000	1.000	1.000	13
ENSG00000188389	1.000	1.000	1.000	3
ENSG00000188011	1.000	1.000	1.000	2
ENSG00000216921	NA	NA	NA	3
ENSG00000134121	1.000	1.000	1.000	9
ENSG00000134115	1.000	1.000	1.000	5
ENSG00000144619	1.000	1.000	1.000	9
ENSG00000091181	0.965	1.000	1.000	10
ENSG00000072756	1.000	1.000	1.000	24
ENSG00000113851	1.000	1.000	1.000	5
ENSG00000144455	1.000	1.000	1.000	5
ENSG00000170364	0.969	1.000	1.000	6
ENSG00000150995	1.000	1.000	1.000	23
ENSG00000134108	1.000	1.000	1.000	5
ENSG00000134109	1.000	1.000	1.000	4
ENSG00000196277	0.816	0.872	0.761	12
ENSG00000071282	0.959	1.000	0.867	6
ENSG00000125046	1.000	1.000	1.000	9
ENSG00000182533	1.000	1.000	1.000	2
ENSG00000180914	1.000	1.000	1.000	3
ENSG00000070950	1.000	1.000	1.000	7
ENSG00000196220	1.000	1.000	1.000	2
ENSG00000134077	1.000	1.000	1.000	7
ENSG00000168137	1.000	1.000	1.000	22
ENSG00000163719	1.000	1.000	1.000	11
ENSG00000144550	1.000	1.000	1.000	3
ENSG00000156983	1.000	1.000	1.000	21
ENSG00000114026	1.000	1.000	1.000	14
ENSG00000134072	1.000	1.000	1.000	4
ENSG00000171148	1.000	1.000	1.000	4
ENSG00000250151	1.000	0.993	0.653	4
ENSG00000241553	1.000	0.957	1.000	6
ENSG00000214021	1.000	1.000	1.000	27
ENSG00000156990	1.000	1.000	1.000	8
ENSG00000187288	1.000	1.000	1.000	9
ENSG00000171135	1.000	1.000	1.000	2
ENSG00000163701	1.000	1.000	1.000	7
ENSG00000163702	1.000	1.000	1.000	35
ENSG00000288550	1.000	1.000	1.000	7
ENSG00000163703	NA	1.000	1.000	53
ENSG00000163704	NA	1.000	NA	3
ENSG00000125037	1.000	1.000	1.000	5
ENSG00000144554	1.000	1.000	1.000	9
ENSG00000163705	NA	NA	NA	3
ENSG00000134086	1.000	1.000	1.000	5
ENSG00000157014	NA	1.000	0.939	3
ENSG00000272410	NA	1.000	1.000	2
ENSG00000157017	1.000	1.000	1.000	11
ENSG00000157020	0.820	0.999	1.000	9
ENSG00000157087	0.639	0.847	0.978	12
ENSG00000132164	1.000	1.000	1.000	2
ENSG00000157103	1.000	1.000	1.000	34
ENSG00000196639	1.000	1.000	1.000	4
ENSG00000197548	0.989	1.000	1.000	17
ENSG00000144560	1.000	0.980	1.000	15
ENSG00000144559	1.000	1.000	1.000	8
ENSG00000157152	1.000	0.997	1.000	3
ENSG00000132170	0.995	0.933	0.971	26
ENSG00000154743	1.000	1.000	0.992	50
ENSG00000225526	NA	NA	NA	2
ENSG00000075975	1.000	1.000	1.000	9
ENSG00000132155	0.994	0.994	0.889	47
ENSG00000088726	NA	1.000	1.000	5
ENSG00000144712	1.000	1.000	1.000	5
ENSG00000144713	0.996	0.864	1.000	7
ENSG00000144711	1.000	1.000	0.875	8
ENSG00000132182	1.000	1.000	1.000	2
ENSG00000163517	1.000	1.000	1.000	16
ENSG00000163520	1.000	0.681	0.825	6
ENSG00000163528	1.000	1.000	1.000	2
ENSG00000170876	1.000	1.000	1.000	2
ENSG00000154767	1.000	1.000	1.000	3
ENSG00000131389	0.998	1.000	0.916	9
ENSG00000144596	1.000	1.000	1.000	5
ENSG00000154781	NA	1.000	1.000	2
ENSG00000131379	NA	1.000	1.000	3
ENSG00000154783	NA	1.000	1.000	4
ENSG00000177463	1.000	0.993	1.000	10
ENSG00000131368	NA	NA	NA	31
ENSG00000131381	1.000	1.000	1.000	6
ENSG00000131375	1.000	1.000	1.000	5
ENSG00000131370	1.000	1.000	1.000	7
ENSG00000206562	0.919	1.000	0.769	7
ENSG00000144597	1.000	1.000	1.000	2
ENSG00000206561	1.000	1.000	1.000	7
ENSG00000131373	1.000	1.000	1.000	10
ENSG00000169814	1.000	1.000	1.000	17
ENSG00000206560	NA	1.000	1.000	6
ENSG00000131386	1.000	1.000	1.000	3
ENSG00000154813	1.000	1.000	1.000	2
ENSG00000154814	NA	NA	1.000	7
ENSG00000131378	1.000	1.000	1.000	8
ENSG00000092345	1.000	1.000	1.000	3
ENSG00000154822	1.000	1.000	1.000	3
ENSG00000131374	0.937	1.000	0.986	18
ENSG00000182568	1.000	1.000	1.000	15
ENSG00000183960	1.000	1.000	1.000	2
ENSG00000163576	1.000	1.000	1.000	4
ENSG00000144566	1.000	1.000	1.000	5
ENSG00000183977	NA	NA	1.000	2
ENSG00000129810	1.000	1.000	1.000	12
ENSG00000151789	NA	1.000	1.000	14
ENSG00000182247	1.000	1.000	1.000	4
ENSG00000170142	1.000	1.000	1.000	6
ENSG00000197885	1.000	1.000	1.000	9
ENSG00000174748	1.000	1.000	1.000	14
ENSG00000174738	1.000	1.000	1.000	2
ENSG00000151090	0.980	1.000	0.996	18
ENSG00000077092	1.000	1.000	1.000	20
ENSG00000077097	1.000	1.000	1.000	7
ENSG00000151092	1.000	1.000	1.000	12
ENSG00000151093	1.000	1.000	1.000	6
ENSG00000179796	0.989	1.000	1.000	6
ENSG00000163491	1.000	0.943	1.000	8
ENSG00000033867	1.000	0.990	1.000	13
ENSG00000163508	1.000	1.000	1.000	3
ENSG00000187118	NA	1.000	NA	3
ENSG00000163512	1.000	1.000	1.000	7
ENSG00000206559	NA	1.000	1.000	5
ENSG00000144642	1.000	1.000	1.000	9
ENSG00000163513	1.000	1.000	1.000	2
ENSG00000144644	1.000	0.967	1.000	2
ENSG00000144645	1.000	1.000	1.000	6
ENSG00000152642	1.000	1.000	1.000	5
ENSG00000170293	1.000	1.000	1.000	2
ENSG00000153551	1.000	1.000	1.000	5
ENSG00000144635	1.000	1.000	1.000	4
ENSG00000182973	1.000	0.987	1.000	7
ENSG00000170266	1.000	1.000	1.000	9
ENSG00000188167	1.000	1.000	1.000	2
ENSG00000170275	1.000	1.000	1.000	2
ENSG00000173705	1.000	1.000	1.000	2
ENSG00000153558	1.000	1.000	1.000	7
ENSG00000153560	1.000	0.990	1.000	5
ENSG00000163539	1.000	0.997	1.000	16
ENSG00000170248	1.000	1.000	1.000	7
ENSG00000172995	1.000	1.000	0.922	27
ENSG00000144681	1.000	1.000	1.000	4
ENSG00000163673	1.000	1.000	1.000	2
ENSG00000168016	1.000	NA	1.000	6
ENSG00000178567	1.000	1.000	1.000	3
ENSG00000076242	1.000	1.000	1.000	27
ENSG00000093167	1.000	NA	1.000	11
ENSG00000144674	1.000	1.000	1.000	12
ENSG00000144668	1.000	1.000	1.000	3
ENSG00000144677	1.000	1.000	1.000	6
ENSG00000136059	1.000	1.000	1.000	5
ENSG00000187091	1.000	1.000	1.000	2
ENSG00000008226	1.000	1.000	1.000	3
ENSG00000060971	1.000	0.984	1.000	10
ENSG00000172936	1.000	1.000	1.000	7
ENSG00000172939	1.000	0.989	1.000	3
ENSG00000172940	1.000	1.000	1.000	3
ENSG00000144671	1.000	1.000	1.000	3
ENSG00000093217	0.787	1.000	1.000	5
ENSG00000157036	1.000	1.000	1.000	14
ENSG00000183873	1.000	1.000	1.000	8
ENSG00000185313	1.000	1.000	1.000	3
ENSG00000168356	1.000	0.966	0.970	9
ENSG00000114742	1.000	1.000	1.000	6
ENSG00000114745	0.991	0.954	NA	29
ENSG00000168026	1.000	1.000	1.000	5
ENSG00000144655	1.000	1.000	1.000	2
ENSG00000168334	1.000	1.000	1.000	3
ENSG00000168329	1.000	1.000	1.000	6
ENSG00000179934	1.000	1.000	1.000	2
ENSG00000144659	1.000	1.000	1.000	8
ENSG00000168028	0.955	1.000	1.000	11
ENSG00000168314	NA	0.993	1.000	14
ENSG00000170011	0.871	1.000	0.893	7
ENSG00000168032	1.000	1.000	1.000	5
ENSG00000188846	1.000	1.000	1.000	4
ENSG00000177873	1.000	1.000	1.000	8
ENSG00000177842	1.000	1.000	1.000	5
ENSG00000172888	1.000	1.000	1.000	5
ENSG00000168036	0.994	1.000	1.000	45
ENSG00000168038	1.000	NA	1.000	4
ENSG00000182606	1.000	1.000	0.917	11
ENSG00000187094	1.000	1.000	1.000	3
ENSG00000157093	1.000	1.000	1.000	2
ENSG00000114812	1.000	1.000	1.000	10
ENSG00000093183	1.000	1.000	1.000	13
ENSG00000008324	NA	NA	NA	2
ENSG00000114857	1.000	1.000	1.000	4
ENSG00000114853	1.000	1.000	1.000	3
ENSG00000010282	1.000	1.000	1.000	8
ENSG00000280571	0.862	0.986	1.000	2
ENSG00000181061	1.000	1.000	NA	4
ENSG00000144648	1.000	1.000	1.000	6
ENSG00000180432	1.000	1.000	1.000	2
ENSG00000182983	1.000	0.980	0.991	3
ENSG00000273291	NA	NA	NA	2
ENSG00000240747	NA	NA	NA	2
ENSG00000144649	1.000	1.000	1.000	9
ENSG00000144647	1.000	1.000	1.000	7
ENSG00000163788	0.991	0.982	1.000	4
ENSG00000160746	1.000	1.000	1.000	14
ENSG00000011198	0.985	1.000	0.984	14
ENSG00000179152	NA	1.000	NA	8
ENSG00000185219	1.000	1.000	1.000	2
ENSG00000178917	1.000	1.000	1.000	3
ENSG00000196345	1.000	1.000	1.000	7
ENSG00000144792	1.000	1.000	1.000	3
ENSG00000186448	1.000	1.000	1.000	6
ENSG00000169981	1.000	1.000	1.000	6
ENSG00000196653	1.000	1.000	1.000	4
ENSG00000186446	1.000	1.000	1.000	2
ENSG00000163808	1.000	1.000	1.000	6
ENSG00000163810	1.000	1.000	1.000	3
ENSG00000163812	0.822	0.957	0.817	8
ENSG00000163815	1.000	1.000	1.000	2
ENSG00000163814	NA	1.000	1.000	2
ENSG00000011376	1.000	0.988	1.000	9
ENSG00000144791	1.000	1.000	1.000	2
ENSG00000211456	1.000	1.000	1.000	21
ENSG00000163817	1.000	1.000	1.000	3
ENSG00000163818	1.000	0.990	1.000	10
ENSG00000173585	1.000	1.000	1.000	4
ENSG00000163820	1.000	1.000	1.000	3
ENSG00000172215	1.000	1.000	1.000	4
ENSG00000173578	1.000	1.000	1.000	3
ENSG00000183625	1.000	1.000	1.000	6
ENSG00000121807	0.942	0.977	0.964	3
ENSG00000160791	1.000	1.000	1.000	2
ENSG00000121797	1.000	1.000	1.000	5
ENSG00000012223	1.000	1.000	1.000	6
ENSG00000163825	1.000	1.000	1.000	2
ENSG00000163827	1.000	NA	NA	3
ENSG00000241186	1.000	1.000	1.000	2
ENSG00000178038	1.000	1.000	1.000	4
ENSG00000181585	1.000	1.000	1.000	3
ENSG00000160808	1.000	1.000	1.000	6
ENSG00000160801	1.000	1.000	1.000	7
ENSG00000160799	NA	1.000	1.000	5
ENSG00000160796	1.000	1.000	1.000	6
ENSG00000181555	1.000	0.991	1.000	18
ENSG00000088727	0.976	1.000	0.980	9
ENSG00000114648	1.000	1.000	1.000	4
ENSG00000076201	1.000	1.000	1.000	3
ENSG00000114650	1.000	1.000	1.000	8
ENSG00000163832	1.000	1.000	1.000	10
ENSG00000114646	1.000	1.000	1.000	4
ENSG00000173473	1.000	1.000	1.000	2
ENSG00000132153	1.000	1.000	1.000	8
ENSG00000047849	1.000	1.000	1.000	13
ENSG00000164045	1.000	1.000	1.000	4
ENSG00000164047	NA	NA	NA	2
ENSG00000164048	1.000	1.000	1.000	6
ENSG00000172113	1.000	1.000	1.000	18
ENSG00000164049	1.000	0.967	NA	4
ENSG00000164050	1.000	1.000	1.000	4
ENSG00000164051	1.000	1.000	1.000	6
ENSG00000164053	1.000	1.000	1.000	8
ENSG00000213689	1.000	1.000	1.000	6
ENSG00000164054	1.000	0.945	1.000	11
ENSG00000114268	1.000	1.000	1.000	8
ENSG00000114270	1.000	1.000	1.000	3
ENSG00000010256	1.000	1.000	1.000	3
ENSG00000225697	1.000	1.000	1.000	13
ENSG00000213672	1.000	1.000	1.000	8
ENSG00000068745	1.000	1.000	1.000	24
ENSG00000114302	0.908	0.993	0.984	15
ENSG00000178537	1.000	1.000	1.000	3
ENSG00000177479	1.000	1.000	1.000	8
ENSG00000178467	1.000	0.934	0.997	6
ENSG00000178252	1.000	1.000	0.713	13
ENSG00000178149	1.000	NA	1.000	7
ENSG00000178057	1.000	1.000	1.000	4
ENSG00000178035	0.993	0.758	0.904	7
ENSG00000290315	0.723	0.913	0.975	2
ENSG00000198218	1.000	1.000	1.000	15
ENSG00000172053	1.000	0.982	1.000	27
ENSG00000172046	0.939	1.000	1.000	12
ENSG00000172037	1.000	1.000	1.000	3
ENSG00000236980	NA	NA	NA	2
ENSG00000173421	1.000	1.000	1.000	4
ENSG00000188315	1.000	1.000	1.000	3
ENSG00000114316	1.000	1.000	1.000	5
ENSG00000233276	1.000	1.000	1.000	14
ENSG00000067560	0.940	0.991	0.981	9
ENSG00000145020	1.000	1.000	1.000	21
ENSG00000283189	1.000	1.000	1.000	5
ENSG00000145029	NA	1.000	NA	3
ENSG00000173402	1.000	1.000	1.000	14
ENSG00000164062	1.000	1.000	1.000	9
ENSG00000173531	1.000	1.000	1.000	2
ENSG00000164068	1.000	1.000	1.000	8
ENSG00000173540	1.000	0.811	0.994	7
ENSG00000176095	0.997	1.000	0.542	5
ENSG00000187492	1.000	1.000	1.000	5
ENSG00000183763	1.000	0.992	1.000	5
ENSG00000164076	1.000	1.000	1.000	10
ENSG00000164078	1.000	1.000	1.000	6
ENSG00000164077	0.878	1.000	1.000	5
ENSG00000004534	1.000	1.000	1.000	12
ENSG00000003756	1.000	1.000	1.000	8
ENSG00000001617	1.000	1.000	1.000	7
ENSG00000114349	1.000	1.000	1.000	3
ENSG00000188338	1.000	1.000	1.000	5
ENSG00000114353	1.000	1.000	1.000	7
ENSG00000012171	1.000	1.000	1.000	7
ENSG00000214706	1.000	1.000	1.000	5
ENSG00000186792	1.000	1.000	1.000	7
ENSG00000243477	1.000	1.000	1.000	7
ENSG00000114378	1.000	1.000	1.000	9
ENSG00000068001	1.000	1.000	1.000	9
ENSG00000114383	1.000	1.000	1.000	4
ENSG00000068028	1.000	1.000	1.000	7
ENSG00000004838	0.880	0.905	0.726	5
ENSG00000114388	1.000	1.000	1.000	8
ENSG00000114395	1.000	1.000	1.000	4
ENSG00000007402	0.989	0.902	1.000	6
ENSG00000088543	NA	1.000	NA	6
ENSG00000114735	1.000	1.000	1.000	6
ENSG00000114737	1.000	1.000	1.000	2
ENSG00000114738	1.000	1.000	1.000	6
ENSG00000145050	1.000	1.000	1.000	2
ENSG00000145041	1.000	1.000	1.000	3
ENSG00000164080	1.000	1.000	1.000	3
